trial_index,key,label,order_position,elapsed_ms,returncode
170,efforts/multi-agent-orchestration/implementation/harness/specification-acceptance-a12,baseline,1,37.57439507171512,0
171,mind/ontology/concepts/agent,baseline,0,36.0981710255146,0
171,mind/ontology/concepts/agent,m2,1,55.41054718196392,0
172,efforts/nix-dev-env/tmux-rebuild/stage,baseline,0,34.91260693408549,0
172,efforts/nix-dev-env/tmux-rebuild/stage,m2,1,60.3263471275568,0
173,world/engineering/facts/dora-throughput-and-stability-correlate,m2,0,60.754003934562206,0
173,world/engineering/facts/dora-throughput-and-stability-correlate,baseline,1,35.4696367867291,0
174,efforts/multi-agent-orchestration/implementation/harness/t9a-task-11-result,baseline,0,37.42695995606482,0
174,efforts/multi-agent-orchestration/implementation/harness/t9a-task-11-result,m2,1,57.82697000540793,0
175,efforts/nix-dev-env/nvim-absorption/stage,baseline,0,39.78163795545697,0
175,efforts/nix-dev-env/nvim-absorption/stage,m2,1,57.421620935201645,0
176,world/engineering/individuals/bhat-nagappan-2006-microsoft-tdd-case-studies,baseline,0,38.81790908053517,0
176,world/engineering/individuals/bhat-nagappan-2006-microsoft-tdd-case-studies,m2,1,58.8091928511858,0
177,mind/ontology/concepts/artifact,baseline,0,37.41238312795758,0
177,mind/ontology/concepts/artifact,m2,1,56.778884027153254,0
178,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-knowledge-deferred,baseline,0,36.524344002828,0
178,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-knowledge-deferred,m2,1,58.14591585658491,0
179,world/engineering/disputes/2026-08-29-rewrite-vs-incremental-migration,m2,0,57.87676107138395,0
179,world/engineering/disputes/2026-08-29-rewrite-vs-incremental-migration,baseline,1,39.289488922804594,0
180,efforts/multi-agent-orchestration/implementation/harness/m7/index,m2,0,55.05847907625139,0
180,efforts/multi-agent-orchestration/implementation/harness/m7/index,baseline,1,38.04346197284758,0
181,efforts/knowledge-compositor/spec-constraints-c1,m2,0,55.36305787973106,0
181,efforts/knowledge-compositor/spec-constraints-c1,baseline,1,40.720941964536905,0
182,efforts/index,m2,0,62.9988550208509,0
182,efforts/index,baseline,1,43.53213915601373,0
183,mind/epistemology/relations/about,baseline,0,41.43393295817077,0
183,mind/epistemology/relations/about,m2,1,62.593918992206454,0
184,efforts/multi-agent-orchestration/implementation/harness/tracker-m3,baseline,0,42.00187209062278,0
184,efforts/multi-agent-orchestration/implementation/harness/tracker-m3,m2,1,65.45098405331373,0
185,world/engineering/concepts/module,m2,0,62.499784864485264,0
185,world/engineering/concepts/module,baseline,1,41.7455427814275,0
186,world/engineering/objections/2026-08-29-splitting-shared-dependencies-is-an-organizational-boundary,baseline,0,42.084696935489774,0
186,world/engineering/objections/2026-08-29-splitting-shared-dependencies-is-an-organizational-boundary,m2,1,58.3561179228127,0
187,mind/dialectic/concepts/axiom,baseline,0,41.253444040194154,0
187,mind/dialectic/concepts/axiom,m2,1,62.998645938932896,0
188,efforts/multi-agent-orchestration/implementation/harness/t9a-tasks-5-8-gate-verdict,m2,0,61.50419590994716,0
188,efforts/multi-agent-orchestration/implementation/harness/t9a-tasks-5-8-gate-verdict,baseline,1,41.38555098325014,0
189,world/crew/patterns/context-dilution-causes-drift,baseline,0,45.101559022441506,0
189,world/crew/patterns/context-dilution-causes-drift,m2,1,62.82341782934964,0
190,.opencode/node_modules/cross-spawn/README,baseline,0,43.45663799904287,0
190,.opencode/node_modules/cross-spawn/README,m2,1,44.73070683889091,0
191,world/engineering/concepts/deep-module,m2,0,64.58353507332504,0
191,world/engineering/concepts/deep-module,baseline,1,43.554411036893725,0
192,mind/ontology/concepts/property,baseline,0,42.371541960164905,0
192,mind/ontology/concepts/property,m2,1,63.27604502439499,0
193,world/engineering/facts/queueing-wait-nonlinear,baseline,0,43.28447696752846,0
193,world/engineering/facts/queueing-wait-nonlinear,m2,1,64.94766380637884,0
194,mind/ontology/relations/has-participant,m2,0,62.10498698055744,0
194,mind/ontology/relations/has-participant,baseline,1,42.465556878596544,0
195,world/engineering/patterns/complexity-accretes-incrementally,m2,0,62.616220908239484,0
195,world/engineering/patterns/complexity-accretes-incrementally,baseline,1,41.46663285791874,0
196,efforts/multi-agent-orchestration/implementation/harness/t9a-task-7-reconciled,m2,0,62.80849198810756,0
196,efforts/multi-agent-orchestration/implementation/harness/t9a-task-7-reconciled,baseline,1,43.26506005600095,0
197,efforts/nix-dev-env/spec,baseline,0,41.333333821967244,0
197,efforts/nix-dev-env/spec,m2,1,63.68755083531141,0
198,mind/ontology/relations/realizes,baseline,0,41.50741780176759,0
198,mind/ontology/relations/realizes,m2,1,62.33463506214321,0
199,mind/dialectic/facts/aristotle-defends-non-contradiction-by-elenchus,m2,0,63.06964694522321,0
199,mind/dialectic/facts/aristotle-defends-non-contradiction-by-elenchus,baseline,1,42.55543579347432,0
200,efforts/knowledge-compositor/spec-requirements-r1-r3,baseline,0,40.68189696408808,0
200,efforts/knowledge-compositor/spec-requirements-r1-r3,m2,1,63.970889896154404,0
201,world/crew/concepts/independence,m2,0,60.10057288222015,0
201,world/crew/concepts/independence,baseline,1,43.57514902949333,0
202,efforts/knowledge-compositor/spec-problem-v1-scope,baseline,0,43.53187792003155,0
202,efforts/knowledge-compositor/spec-problem-v1-scope,m2,1,64.81640902347863,0
203,efforts/knowledge-compositor/spec-constraints,baseline,0,42.742855148389935,0
203,efforts/knowledge-compositor/spec-constraints,m2,1,63.96363698877394,0
204,world/engineering/objections/2026-08-29-no-seam-no-increment,m2,0,64.41544997505844,0
204,world/engineering/objections/2026-08-29-no-seam-no-increment,baseline,1,42.87478211335838,0
205,world/engineering/relations/shrinks,baseline,0,42.59823518805206,0
205,world/engineering/relations/shrinks,m2,1,64.25894796848297,0
206,efforts/multi-agent-orchestration/implementation/harness/t9a-task-9-2-result,baseline,0,52.7675012126565,0
206,efforts/multi-agent-orchestration/implementation/harness/t9a-task-9-2-result,m2,1,68.0712868925184,0
207,efforts/knowledge-compositor/spec-problem-mechanism,baseline,0,46.5767839923501,0
207,efforts/knowledge-compositor/spec-problem-mechanism,m2,1,68.32927605137229,0
208,world/engineering/rulings/index,m2,0,70.92568604275584,0
208,world/engineering/rulings/index,baseline,1,50.85093295201659,0
209,efforts/multi-agent-orchestration/implementation/harness/m1/stage,baseline,0,46.52881505899131,0
209,efforts/multi-agent-orchestration/implementation/harness/m1/stage,m2,1,64.63792594149709,0
210,efforts/nix-dev-env/sandbox-validation/index,baseline,0,41.74411087296903,0
210,efforts/nix-dev-env/sandbox-validation/index,m2,1,64.99004201032221,0
211,efforts/multi-agent-orchestration/implementation/harness/dependency-order,m2,0,68.02421808242798,0
211,efforts/multi-agent-orchestration/implementation/harness/dependency-order,baseline,1,44.71355490386486,0
212,efforts/multi-agent-orchestration/implementation/harness/defects/pyright-pytest-fail-not-noreturn,m2,0,62.71185912191868,0
212,efforts/multi-agent-orchestration/implementation/harness/defects/pyright-pytest-fail-not-noreturn,baseline,1,43.65252400748432,0
213,mind/epistemology/index,m2,0,61.32526998408139,0
213,mind/epistemology/index,baseline,1,43.085724115371704,0
214,world/engineering/concepts/local-call,baseline,0,42.843282921239734,0
214,world/engineering/concepts/local-call,m2,1,63.98276309482753,0
215,efforts/multi-agent-orchestration/implementation/harness/specification-requirements-r12-provenance,m2,0,63.323391135782,0
215,efforts/multi-agent-orchestration/implementation/harness/specification-requirements-r12-provenance,baseline,1,46.286511002108455,0
216,mind/memory/rulings/2026-08-29-practicality-bounds-universality,baseline,0,51.50187900289893,0
216,mind/memory/rulings/2026-08-29-practicality-bounds-universality,m2,1,66.10395084135234,0
217,efforts/knowledge-compositor/m6/design-split,baseline,0,41.68126289732754,0
217,efforts/knowledge-compositor/m6/design-split,m2,1,63.51782404817641,0
218,efforts/multi-agent-orchestration/implementation/harness/m10/requirements,m2,0,63.50559089332819,0
218,efforts/multi-agent-orchestration/implementation/harness/m10/requirements,baseline,1,43.90443302690983,0
219,world/engineering/concepts/service-boundary,baseline,0,40.577872889116406,0
219,world/engineering/concepts/service-boundary,m2,1,64.6886199247092,0
220,world/crew/concepts/librarian,baseline,0,44.43807899951935,0
220,world/crew/concepts/librarian,m2,1,59.076601872220635,0
221,mind/ontology/concepts/object,baseline,0,38.34436205215752,0
221,mind/ontology/concepts/object,m2,1,57.60862096212804,0
222,efforts/why-plug-nvim/m2-authoring/acceptance,baseline,0,36.69438208453357,0
222,efforts/why-plug-nvim/m2-authoring/acceptance,m2,1,57.174781104549766,0
223,world/crew/concepts/index,m2,0,63.028270145878196,0
223,world/crew/concepts/index,baseline,1,37.960886023938656,0
224,mind/memory/concepts/graph-region,baseline,0,38.22355717420578,0
224,mind/memory/concepts/graph-region,m2,1,56.354467989876866,0
225,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-3,baseline,0,36.9322260376066,0
225,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-3,m2,1,59.78516396135092,0
226,mind/ontology/rulings/index,m2,0,57.6922670006752,0
226,mind/ontology/rulings/index,baseline,1,37.55155089311302,0
227,world/engineering/facts/tdd-reduced-defect-density-in-industrial-cases,baseline,0,37.0325930416584,0
227,world/engineering/facts/tdd-reduced-defect-density-in-industrial-cases,m2,1,58.9263909496367,0
228,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-delivery-deferred,baseline,0,36.37341293506324,0
228,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-delivery-deferred,m2,1,56.40645604580641,0
229,.opencode/node_modules/path-key/readme,m2,0,34.587647998705506,0
229,.opencode/node_modules/path-key/readme,baseline,1,38.818527944386005,0
230,world/engineering/facts/vendors-report-near-perfect-long-context-recall,m2,0,57.24588315933943,0
230,world/engineering/facts/vendors-report-near-perfect-long-context-recall,baseline,1,36.64738405495882,0
231,efforts/multi-agent-orchestration/implementation/harness/m8/index,baseline,0,39.10651593469083,0
231,efforts/multi-agent-orchestration/implementation/harness/m8/index,m2,1,57.214433792978525,0
232,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-integration-core,m2,0,58.04096581414342,0
232,efforts/multi-agent-orchestration/implementation/harness/m1/design/audit-integration-core,baseline,1,38.62695093266666,0
233,mind/dialectic/axioms/non-contradiction,baseline,0,39.47889106348157,0
233,mind/dialectic/axioms/non-contradiction,m2,1,60.91512506827712,0
234,world/engineering/rulings/2026-08-30-iwe-core-assumes-no-ai,baseline,0,41.010590037330985,0
234,world/engineering/rulings/2026-08-30-iwe-core-assumes-no-ai,m2,1,58.445239905267954,0
235,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-6,m2,0,59.396290918812156,0
235,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-6,baseline,1,36.7466090247035,0
236,world/crew/facts/own-authorization-doesnt-override-role-boundaries,baseline,0,38.31793391145766,0
236,world/crew/facts/own-authorization-doesnt-override-role-boundaries,m2,1,59.24199102446437,0
237,mind/memory/models/index,m2,0,58.804563945159316,0
237,mind/memory/models/index,baseline,1,39.314917055889964,0
238,world/crew/observations/2026-08-27-socrates-loop-ran-35-passes-without-converging,m2,0,59.56151708960533,0
238,world/crew/observations/2026-08-27-socrates-loop-ran-35-passes-without-converging,baseline,1,37.29058289900422,0
239,mind/ontology/relations/has-occurrent-part,baseline,0,38.61311404034495,0
239,mind/ontology/relations/has-occurrent-part,m2,1,62.45104083791375,0
240,world/crew/concepts/bookkeeper,m2,0,58.0303689930588,0
240,world/crew/concepts/bookkeeper,baseline,1,37.03310596756637,0
241,.opencode/node_modules/msgpackr/benchmark,m2,0,37.36240905709565,0
241,.opencode/node_modules/msgpackr/benchmark,baseline,1,38.28498302027583,0
242,mind/ontology/rulings/2026-08-28-upper-ontology,baseline,0,39.183408953249454,0
242,mind/ontology/rulings/2026-08-28-upper-ontology,m2,1,58.289580047130585,0
243,efforts/multi-agent-orchestration/implementation/harness/m9a/stage,m2,0,57.12551693432033,0
243,efforts/multi-agent-orchestration/implementation/harness/m9a/stage,baseline,1,39.95529981330037,0
244,efforts/multi-agent-orchestration/implementation/harness/t9a-task-11-1,m2,0,58.26988397166133,0
244,efforts/multi-agent-orchestration/implementation/harness/t9a-task-11-1,baseline,1,38.83337299339473,0
245,efforts/multi-agent-orchestration/implementation/harness/specification-non-goals,baseline,0,41.70763888396323,0
245,efforts/multi-agent-orchestration/implementation/harness/specification-non-goals,m2,1,57.43066896684468,0
246,efforts/multi-agent-orchestration/implementation/harness/ruling-a12-t9a-application,m2,0,55.584219051525,0
246,efforts/multi-agent-orchestration/implementation/harness/ruling-a12-t9a-application,baseline,1,37.3432629276067,0
247,mind/ontology/concepts/specification,baseline,0,38.650094997137785,0
247,mind/ontology/concepts/specification,m2,1,56.403467897325754,0
248,mind/ontology/relations/has-continuant-part,baseline,0,38.14099985174835,0
248,mind/ontology/relations/has-continuant-part,m2,1,57.27721285074949,0
249,efforts/why-plug-nvim/tracker-m2-real-integration-template,m2,0,56.5217190887779,0
249,efforts/why-plug-nvim/tracker-m2-real-integration-template,baseline,1,41.12926288507879,0
250,world/crew/facts/dispatching-agent-never-sees-its-own-childs-result,m2,0,56.847858941182494,0
250,world/crew/facts/dispatching-agent-never-sees-its-own-childs-result,baseline,1,39.50916789472103,0
251,efforts/why-plug-nvim/m1-inlay-hints/scope,baseline,0,38.721456192433834,0
251,efforts/why-plug-nvim/m1-inlay-hints/scope,m2,1,58.97747492417693,0
252,mind/ontology/concepts/plan-specification,m2,0,59.43135195411742,0
252,mind/ontology/concepts/plan-specification,baseline,1,38.94341108389199,0
253,world/engineering/rulings/2026-08-29-do-the-work-yourself-delegate-to-save-cost,baseline,0,36.50023904629052,0
253,world/engineering/rulings/2026-08-29-do-the-work-yourself-delegate-to-save-cost,m2,1,56.7720381077379,0
254,efforts/knowledge-compositor/spec-constraints-c12,m2,0,58.349863858893514,0
254,efforts/knowledge-compositor/spec-constraints-c12,baseline,1,37.70654206164181,0
255,mind/ontology/concepts/zero-dimensional-temporal-region,baseline,0,37.55907388404012,0
255,mind/ontology/concepts/zero-dimensional-temporal-region,m2,1,63.34757711738348,0
256,efforts/knowledge-compositor/m7/requirements,baseline,0,40.70004005916417,0
256,efforts/knowledge-compositor/m7/requirements,m2,1,60.77106297016144,0
257,.opencode/node_modules/fast-check/README,baseline,0,41.32454702630639,0
257,.opencode/node_modules/fast-check/README,m2,1,42.26410901173949,0
258,world/crew/concepts/top-level-session,m2,0,69.26085613667965,0
258,world/crew/concepts/top-level-session,baseline,1,39.320864947512746,0
259,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-2,baseline,0,45.80292687751353,0
259,efforts/multi-agent-orchestration/implementation/harness/t9a-task-10-2,m2,1,62.196014216169715,0
260,mind/ontology/concepts/objective-specification,m2,0,57.345999870449305,0
260,mind/ontology/concepts/objective-specification,baseline,1,40.831804974004626,0
261,world/engineering/disputes/2026-08-29-narrow-context-vs-long-context,m2,0,64.96767001226544,0
261,world/engineering/disputes/2026-08-29-narrow-context-vs-long-context,baseline,1,37.99984999932349,0
262,world/engineering/concepts/wrong-abstraction,baseline,0,41.846780106425285,0
262,world/engineering/concepts/wrong-abstraction,m2,1,62.54343315958977,0
263,efforts/multi-agent-orchestration/implementation/harness/t9a-task-2d-criteria-7-9,m2,0,58.50186804309487,0
263,efforts/multi-agent-orchestration/implementation/harness/t9a-task-2d-criteria-7-9,baseline,1,39.19690288603306,0
264,efforts/knowledge-compositor/m5/design-recovery,baseline,0,40.74918199330568,0
264,efforts/knowledge-compositor/m5/design-recovery,m2,1,62.61852313764393,0
265,efforts/multi-agent-orchestration/implementation/harness/t9a-task-2d-criteria-10-11,m2,0,60.25228602811694,0
265,efforts/multi-agent-orchestration/implementation/harness/t9a-task-2d-criteria-10-11,baseline,1,39.06324412673712,0
266,world/engineering/conjectures/decide-irreversible-early-defer-the-rest,baseline,0,37.50666696578264,0
266,world/engineering/conjectures/decide-irreversible-early-defer-the-rest,m2,1,58.873680885881186,0
267,efforts/multi-agent-orchestration/implementation/harness/specification-requirements-r4-r7,m2,0,58.76665096729994,0
267,efforts/multi-agent-orchestration/implementation/harness/specification-requirements-r4-r7,baseline,1,37.001985823735595,0
268,efforts/knowledge-compositor/m7/design,baseline,0,36.02207615040243,0
268,efforts/knowledge-compositor/m7/design,m2,1,58.11158800497651,0
269,world/crew/concepts/dispatcher-notification,m2,0,56.98188813403249,0
269,world/crew/concepts/dispatcher-notification,baseline,1,38.31250197254121,0
270,world/crew/models/shared-support-layer,baseline,0,37.01531095430255,0
270,world/crew/models/shared-support-layer,m2,1,56.045399978756905,0
271,world/crew/individuals/role-directories-three-documents-2026-08-28,m2,0,56.02859100326896,0
271,world/crew/individuals/role-directories-three-documents-2026-08-28,baseline,1,38.70804887264967,0
272,efforts/why-plug-nvim/tracker-m2-authoring-tools,m2,0,55.7039650157094,0
272,efforts/why-plug-nvim/tracker-m2-authoring-tools,baseline,1,39.63241586461663,0
273,efforts/multi-agent-orchestration/implementation/harness/m9a/index,m2,0,59.37988590449095,0
273,efforts/multi-agent-orchestration/implementation/harness/m9a/index,baseline,1,39.23339117318392,0
274,world/crew/individuals/claude-code-cli-binary,m2,0,58.12573595903814,0
274,world/crew/individuals/claude-code-cli-binary,baseline,1,36.0143908765167,0
275,efforts/multi-agent-orchestration/implementation/harness/t9a-task-6-reconciled,m2,0,57.25737405009568,0
275,efforts/multi-agent-orchestration/implementation/harness/t9a-task-6-reconciled,baseline,1,40.35103810019791,0
276,efforts/multi-agent-orchestration/implementation/harness/t9a-task-9-6-criterion-8-resolution,baseline,0,39.129717042669654,0
276,efforts/multi-agent-orchestration/implementation/harness/t9a-task-9-6-criterion-8-resolution,m2,1,55.97191397100687,0
277,efforts/multi-agent-orchestration/integration-crew/stage,baseline,0,40.1684669777751,0
277,efforts/multi-agent-orchestration/integration-crew/stage,m2,1,56.70826812274754,0
278,world/engineering/concepts/partition-tolerance,m2,0,58.43538301996887,0
278,world/engineering/concepts/partition-tolerance,baseline,1,39.18867697939277,0
279,efforts/knowledge-compositor/m3/acceptance,m2,0,56.78696581162512,0
279,efforts/knowledge-compositor/m3/acceptance,baseline,1,40.184206794947386,0
280,efforts/nix-dev-env/bootstrap-scaffold/index,m2,0,57.470661122351885,0
280,efforts/nix-dev-env/bootstrap-scaffold/index,baseline,1,38.16389408893883,0
281,world/crew/concepts/tinker,baseline,0,38.6477189604193,0
281,world/crew/concepts/tinker,m2,1,57.30476090684533,0
282,world/engineering/concepts/partition,baseline,0,41.618935065343976,0
282,world/engineering/concepts/partition,m2,1,57.9031091183424,0
283,mind/ontology/concepts/action-specification,baseline,0,41.06454900465906,0
283,mind/ontology/concepts/action-specification,m2,1,58.168032905086875,0
284,efforts/multi-agent-orchestration/implementation/harness/specification-acceptance-a10,m2,0,55.06830615922809,0
284,efforts/multi-agent-orchestration/implementation/harness/specification-acceptance-a10,baseline,1,36.68722789734602,0
285,world/engineering/concepts/agent-context,m2,0,56.953937048092484,0
285,world/engineering/concepts/agent-context,baseline,1,40.2216468937695,0
286,efforts/knowledge-compositor/m6/design-cutover,m2,0,58.55032685212791,0
286,efforts/knowledge-compositor/m6/design-cutover,baseline,1,39.91706785745919,0
287,world/engineering/models/index,m2,0,56.1793299857527,0
287,world/engineering/models/index,baseline,1,39.00125692598522,0
288,mind/dialectic/individuals/aristotles-metaphysics-gamma,m2,0,57.35430400818586,0
288,mind/dialectic/individuals/aristotles-metaphysics-gamma,baseline,1,37.733530858531594,0
289,efforts/why-plug-nvim/design/prior-art-other-leads,m2,0,55.529135977849364,0
289,efforts/why-plug-nvim/design/prior-art-other-leads,baseline,1,36.70053300447762,0
290,world/engineering/ideas/derive-operating-rules-from-ratified-stances,baseline,0,36.67831001803279,0
290,world/engineering/ideas/derive-operating-rules-from-ratified-stances,m2,1,58.18071705289185,0
291,world/crew/facts/role-spec-is-three-documents,m2,0,56.36755097657442,0
291,world/crew/facts/role-spec-is-three-documents,baseline,1,37.387162912636995,0
292,world/crew/concepts/crew,baseline,0,41.18266189470887,0
292,world/crew/concepts/crew,m2,1,56.191562907770276,0
293,mind/dialectic/individuals/index,baseline,0,40.074391989037395,0
293,mind/dialectic/individuals/index,m2,1,61.19735795073211,0
294,efforts/knowledge-compositor/m2/requirements,baseline,0,37.81821997836232,0
294,efforts/knowledge-compositor/m2/requirements,m2,1,59.097578981891274,0
295,efforts/why-plug-nvim/code-review/project-files-checklist,m2,0,56.77951080724597,0
295,efforts/why-plug-nvim/code-review/project-files-checklist,baseline,1,40.19596800208092,0
296,world/engineering/concepts/industrial-setting,baseline,0,39.29309197701514,0
296,world/engineering/concepts/industrial-setting,m2,1,59.51842502690852,0
297,world/crew/concepts/shared-support-layer,m2,0,57.647781912237406,0
297,world/crew/concepts/shared-support-layer,baseline,1,37.57056617178023,0
298,mind/ontology/relations/continuant-part-of,baseline,0,37.80803014524281,0
298,mind/ontology/relations/continuant-part-of,m2,1,57.227255776524544,0
299,world/crew/facts/test-builder-never-closes-verdict,baseline,0,37.31825388967991,0
299,world/crew/facts/test-builder-never-closes-verdict,m2,1,56.113306898623705,0
